"municipio";"nombre_cine";"numero_pantallas";"fecha_inaguracion";"direccion";"comunidad"
"Madrid";"Cine Carretas";"2";"1935";"c/ Carretas, 13";"MADRID"
"Madrid";"Cine Cervantes (Teatro Cervantes, Sala X)";"2";"1911";"c/ Corredera baja de San Pablo, 39";"MADRID"
"Madrid";"Cine Cid (Cine Cid Campeador)";"2";"1975";"c/ Príncipe de Vergara, 26";"MADRID"
"Madrid";"Cine Condado (Cine Montija)";"2";"1934";"c/ Bravo Murillo, 121";"MADRID"
"Madrid";"Cine Copacabana";"2";"1961";"c/ Almendrales, 43";"MADRID"
"Madrid";"Cine de Ciudad Pegaso (Cine Pegaso)";"2";"1956";"Calle Rávena, 18. Ciudad Pegaso. San Blas‐Canillejas";"MADRID"
"Madrid";"Cine Doré (Cine DO‐RE, ""Palacio de las Pipas"", Cinema Doré)";"3";"1921";"c/ Santa Isabel, 3";"MADRID"
"Madrid";"Cine Duplex (Cine Oraá, Duplex Cinema)";"1";"1950";"c/ General Oraá, 57";"MADRID"
"Madrid";"Cine Emperador";"2";"1962";"c/ Fernández de los Ríos, 59";"MADRID"
"Madrid";"Cine Europa (Cinema Europa)";"2";"1929";"c/ Bravo Murillo, 160";"MADRID"
"Madrid";"Cine Excelsior";"2";"1955";"Avda. Albufera, 43 (Barrio de Vallecas)";"MADRID"
"Madrid";"Cine Fantasio";"2";"1962";"c/ Ortega y Gasset, 63";"MADRID"
"Madrid";"Cine Galileo";"2";"1954";"c/ Galileo, 100";"MADRID"
"Madrid";"Cine Garden";"2";"1970";"Avda. de Moratalaz, 40 (barrio de Moratalaz)";"MADRID"
"Madrid";"Cine Infanta Beatriz (Teatro";"2";"1925";"c/ Hermosilla, 11 con esquina a c/";"MADRID"
"Madrid";"Infanta Beatriz, Cine Beatriz,";"";"1954";"Claudio Coello, 47";"MADRID"
"Madrid";"Teatro Beatriz, Teatro Lope de Vega)";"";"";"";"MADRID"
"Madrid";"Cine Infantas";"2";"1948";"c/ Infantas, 21";"MADRID"
"Madrid";"Cine Jorge Juan";"1";"1958";"c/ Jorge Juan, 98";"MADRID"
"Madrid";"Cine Juan de Austria (Cine de la Rosa)";"2";"1954";"c/ Príncipe de Vergara, 291";"MADRID"
"Madrid";"Cine Las Vegas";"2";"1960";"c/ Hermanos García Noblejas, 17 (Ciudad Lineal)";"MADRID"
"Madrid";"Cine Lepanto";"2";"1950";"c/ Alcalá, 376 (antigua carretera de Aragón, 178)";"MADRID"
"Madrid";"Cine López de Hoyos (Salón Moderno)";"2";"1954";"c/ López de Hoyos, 71";"MADRID"
"Madrid";"Cine Los Ángeles";"2";"1961";"c/ General Ricardos, 188 (barrio de Carabanchel)";"MADRID"
"Madrid";"Cine Lux";"2";"1962";"c/ Almendrales, 35";"MADRID"
"Madrid";"Cine Marvi";"2";"1958";"c/ Cartagena, 89 esquina con c/ Coslada";"MADRID"
"Madrid";"Cine Mola";"2";"1965";"c/ General Pardiñas, 99, Príncipe de Vergara, 88";"MADRID"
"Madrid";"Cine Moratalaz";"2";"1963";"c/ Hacienda de Pavones, 5";"MADRID"
"Madrid";"Cine Mundial";"2";"1947";"c/ Alcalá, 382 (Ciudad Lineal)";"MADRID"
"Madrid";"Cine Oporto";"2";"1964";"Avda. de Oporto, 6";"MADRID"
"Madrid";"Cine Orpal";"2";"1960";"Ctra. Vieja de Pinto, 17";"MADRID"
"Madrid";"Cine Paloma";"2";"1968";"c/ Sánchez Preciado, 16";"MADRID"
"Madrid";"Cine Peñalver";"2";"1953";"c/ Peñalver, 59";"MADRID"
"Madrid";"Cine Postas ‐ Sala X";"1";"1948";"c/ Postas, 7‐9";"MADRID"
"Madrid";"Cine Princesa";"2";"1954";"c/ Princesa, 63";"MADRID"
"Madrid";"Cine Príncipe Pío";"1";"1955";"Cuesta de San Vicente, 14";"MADRID"
"Madrid";"Cine Rex";"2";"1945";"c/ Gran Vía, 43";"MADRID"
"Madrid";"Cine Río (Cine Frutos)";"2";"1950";"c/ Melquíades Biencinto, 7 (Puente Vallecas)";"MADRID"
"Madrid";"Cine Rosales";"2";"1963";"c/ Quintana, 22";"MADRID"
"Madrid";"Cine Royal";"2";"1973";"c/ López de Hoyos, 142";"MADRID"
"Madrid";"Cine Sainz de Baranda";"2";"1953";"c/ Alcalde Sainz de Baranda, 26 b";"MADRID"
"Madrid";"Cine Salamanca";"2";"1935";"c/ Conde de Peñalver, 6‐8 esquina Hermosilla, 88";"MADRID"
"Madrid";"Cine San Carlos (Cine de San Carlos, Cine Durruti)";"2";"1929";"c/ Atocha, 131, esquina c/ Cenicero, 13";"MADRID"
"Madrid";"Cine San Ignacio (Cine San Ignacio de Loyola)";"2";"1971";"c/ Oliva de Plasencia, 36 (Barrio de San Ignacio)";"MADRID"
"Madrid";"Cine San Remo";"2";"1961";"c/ Alcalá, 200";"MADRID"
"Madrid";"Cine Savoy";"2";"1950";"c/ Marqués de Viana, 15";"MADRID"
"Madrid";"Cine Simancas";"2";"1962";"c/ Castillo de Madrigal de las Altas Torres, 1";"MADRID"
"Madrid";"Cine Sorrento";"2";"1963";"c/ Jerónima Llorente, 69";"MADRID"
"Madrid";"Cine Torre";"2";"1959";"c/ Princesa, 1";"MADRID"
"Madrid";"Cine Usera";"2";"1947";"c/ Gabino Jimeno, 5b (barrio de Usera)";"MADRID"
"Madrid";"Cine Vallehermoso";"2";"1944";"c/ Donoso Cortés, 22";"MADRID"
"Madrid";"Cine Versalles";"2";"1965";"c/ Bravo Murillo, 309 (barrio de Tetuán)";"MADRID"
"Madrid";"Cines Benlliure (Cine Benlliure)";"2";"1954";"c/ Alcalá, 106";"MADRID"
"Madrid";"Cines Canciller (Cine Canciller)";"2";"1964";"c/ Alcalde López Casero, 15";"MADRID"
"Madrid";"Cines Conde Duque Alberto Aguilera (Multicines Conde Duque)";"3";"1995";"c/ Alberto de Aguilera, 4";"MADRID"
"Madrid";"Cines Conde Duque Goya (Cine Vergara)";"1";"1946";"c/ Goya, 67";"MADRID"
"Madrid";"Cines Conde Duque Santa Engracia (Cine Alvi, Cinestudio Griffith)";"3";"1967";"c/ Santa Engracia, 132";"MADRID"
"Madrid";"Cines Cristal (Cine Cristal)";"2";"1947";"c/ Bravo Murillo, 120 (barrio de Tetuán)";"MADRID"
"Madrid";"Cines Embajadores";"3";"2020";"Glorieta de Santa María de la Cabeza";"MADRID"
"Madrid";"Cines Golem (Cines Alphaville)";"3";"1977";"c/ Martin de los Heros, 14";"MADRID"
"Madrid";"Cines Lido 3D (Cine Lido, Cines Lido, Lido 7 Salas)";"2";"1955";"c/ Bravo Murillo, 200";"MADRID"
"Madrid";"Cines Luna (Luna Multisalas)";"1";"1980";"c/ Luna, 2";"MADRID"
"Madrid";"Cines Mirasierra Paraíso (Cines Odeón Mirasierra)";"1";"1998";"c/ Nuria, 26 (Mirasierra)";"MADRID"
"Madrid";"Cines Morasol (Cine Morasol)";"3";"1960";"c/ Pradillo, 4‐6";"MADRID"
"Madrid";"Cines Palafox (Cine Palafox)";"3";"1962";"c/ Luchana, 15";"MADRID"
"Madrid";"Cines Paz (Cine Proyecciones Animadas, Cine Paz)";"3";"1943";"c/ Fuencarral, 125";"MADRID"
"Madrid";"Cines Renoir Cuatro Caminos";"1";"1968";"c/ Raimundo Fernández";"MADRID"
"Madrid";"(Cine Regio, Cines Jean Renoir)";"";"";"Villaverde, 8‐10 (Chamberí)";"MADRID"
"Madrid";"Cines Renoir Plaza de España";"3";"1986";"c/ Martín de los Heros, 12";"MADRID"
"Madrid";"Cines Renoir Princesa (Cine";"3";"1978";"Pasaje Martín de los Heros y";"MADRID"
"Madrid";"Oxford, Cine Lumiere, Cines Princesa)";"";"";"Princesa 3/5";"MADRID"
"Madrid";"Cines Renoir Retiro (Cine Narváez)";"3";"1944";"c/ Narváez, 42";"MADRID"
"Madrid";"Cines Roxy A (Cine Roxy A)";"2";"1952";"c/ Fuencarral, 123";"MADRID"
"Madrid";"Cines Roxy B (Cine Roxy B, Multisalas Roxy B)";"2";"1952";"c/ Fuencarral, 123";"MADRID"
"Madrid";"Cines Tívoli (Cine Tívoli, Tívoli Multicines)";"2";"1930";"c/ Alcalá, 80 (antigua Antonio Acuña, 8)";"MADRID"
"Madrid";"Cines Verdi Madrid (Cine Cartago)";"3";"1958";"c/ Bravo Murillo, 28 c/Bravo Murillo, 28";"MADRID"
"Madrid";"Cines Victoria (Pista Victoria, Cine Victoria, Club Victoria)";"2";"1940";"c/ Francisco Silvela, 48";"MADRID"
"Madrid";"Cinesa Proyecciones (Cine Proyecciones)";"3";"1932";"c/ Fuencarral, 136, esquina c/ Edid, 2";"MADRID"
"Madrid";"Cinestudio Bellas Artes (Cine Bellas Artes)";"3";"1939";"c/ Marqués de Casa Riera, 2";"MADRID"
"Madrid";"Cineteca‐Matadero Madrid";"3";"2011";"Pl. de Legazpi, 8";"MADRID"
"Madrid";"Ciudad Lineal Minicines (Cine Ciudad Lineal)";"2";"1961";"c/ Arturo Soria, 195 (c/ López de Hoyos, 307)";"MADRID"
"Madrid";"El Pinar";"2";"1968";"c/ López de Hoyos, 472";"MADRID"
"Madrid";"Florida Minicines (Cine Florida)";"2";"1952";"c/ Alejandro Sánchez, 2, esq. General Ricardos, 103";"MADRID"
"Madrid";"Liceo Multisalas (Cine Liceo)";"2";"1969";"c/ Antonio López, 172";"MADRID"
"Madrid";"Multicines Madrid (Cine Madrid, Teatro Madrid, Teatro Cine Madrid)";"2";"1925";"Pl. del Carmen, 2";"MADRID"
"Madrid";"Multisalas Novedades (Cine Novedades)";"2";"1975";"c/ Orense, 26";"MADRID"
"Madrid";"Nuevo Teatro Alcalá (Teatro Alcalá, Nuevo Palacio del Cinema, Coliseo Alcalá, Alcalá Palace TeatroAlcalá‐Price)";"3";"1940";"c/ Jorge Juan, 62 (c/ Alcalá, 90)";"MADRID"
"Madrid";"Palacio de la Música (Sala SAGE, Cinema SAGE)";"1";"1926";"c/ Gran Vía, 35";"MADRID"
"Madrid";"Palacio de la Prensa (Cine de la Prensa)";"3";"1929";"c/ Callao, 4";"MADRID"
"Madrid";"Pequeño Cine Estudio";"3";"1977";"c/ Magallanes, 1";"MADRID"
"Madrid";"Sala Berlanga (Cine California, Cinestudio California)";"3";"1949";"c/ Andrés Mellado, 53";"MADRID"
"Madrid";"Sala Equis (Cine Alba, Cine Alba ‐ Sala X)";"3";"1941";"c/ del Duque de Alba, 4";"MADRID"
"Madrid";"Sala Shoko (Cine Toledo)";"2";"1933";"c/ Toledo, 86";"MADRID"
"Madrid";"Teatro Albéniz (Cine Albéniz)";"1";"1945";"c/ de la Paz, 11";"MADRID"
"Madrid";"Teatro Alfil (Cine Pez)";"3";"1948";"c/ del Pez, 10";"MADRID"
"Madrid";"Teatro Amaya (Cine Amaya)";"3";"1952";"Paseo del General Martínez Campos, 9";"MADRID"
"Madrid";"Teatro Arenal (Teatro Rex, Cinema Pléyel, Teatro Mayor)";"2";"1924";"c/ Mayor, 6";"MADRID"
"Madrid";"Teatro Arlequín (Cine Arlequín)";"3";"1964";"c/ San Bernardo, 5";"MADRID"
"Madrid";"Teatro Arteria Coliseum (Teatro Cinema Coliseum, Cine Coliseum, Teatro Coliseum)";"1";"1932";"c/ Gran Vía, 78";"MADRID"
"Madrid";"Teatro Cofidis Alcázar (Teatro Alkázar, Cine Alkázar, Cine Alcázar)";"3";"1922";"c/ Alcalá, 20";"MADRID"
"Madrid";"Teatro Compac Gran Vía (Cine Gran Vía, Cines Gran Vía)";"3";"1944";"Gran Vía, 66";"MADRID"
"Madrid";"Teatro El Principito (Teatro Rey Alfonso, Club Picadilly, Casino Nuevo, Cabaret Lido, Cine Panorama TeatroArniches Teatro Fígaro‐Adolfo Marsillach (Teatro‐Cine Fígaro, Cine Fígaro)";"1";"1921";"c/ Cedaceros, 7 c/ Doctor Cortezo, 5";"MADRID"
"Madrid";"Teatro Infanta Isabel (Cinema Nacional, Cine Petit Palais)";"3";"1913";"c/ Barquillo, 24";"MADRID"
"Madrid";"Teatro La Chocita del Loro (Cine Pompeya)";"3";"1949";"c/ Gran Vía, 70";"MADRID"
"Madrid";"Teatro La Latina (Cine La Latina, Salón de Cine La Latina)";"3";"1947";"Pl. de la Cebada, 2";"MADRID"
"Madrid";"Teatro Lope de Vega (Cine Lope de Vega)";"3";"1949";"Gran Vía, 57";"MADRID"
"Madrid";"Teatro Monumental (Monumental Cinema, Cine Monumental)";"2";"1956";"c/ Atocha, 87";"MADRID"
"Madrid";"Teatro Muñoz Seca (Salón Chantecler, Salón Eldorado, Teatro Cine Muñoz Seca)";"3";"1922";"Pl. del Carmen, 3";"MADRID"
"Madrid";"Teatro Nuevo Apolo (Cine Progreso)";"3";"1932";"Pl. Tirso de Molina, 1";"MADRID"
"Madrid";"Teatro Pavón (Teatro Cine Pavón)";"3";"1926";"c/ Embajadores, 11, 13 y 15";"MADRID"
"Madrid";"Teatro Príncipe Gran Vía";"3";"1950";"c/ Las Tres Cruces, 8";"MADRID"
"Madrid";"Teatro Rialto Movistar (Cine Rialto, Cine Astoria)";"3";"1930";"c/ Gran Vía, 54";"MADRID"
"Madrid";"Teatro San Pol de Mar (Cine San Pol, Cinestudio Griffith, Hollywood‐El Cine)";"3";"1968";"Pza. de San Pol de Mar, 1";"MADRID"
"Madrid";"Teatro‐Discoteca Barceló (Barceló Cinema, Teatro Barceló, Cine Barceló)";"2";"1931";"c/ Barceló, 11 esq. c/ Larra, 2";"MADRID"
"Madrid";"Teatros Luchana (Cine Luchana, Cines Luchana, Multicines Luchana)";"1";"1946";"c/ Luchana, 38";"MADRID"
"Madrid";"Universal Cinema";"2";"1953";"Pl. Manuel Becerra, 17";"MADRID"
"Madrid";"Yelmo Cines Ideal (Cine Ideal)";"3";"1916";"c/ Doctor Cortezo, 6";"MADRID"
"Manzanares el Real";"Cine Pedriza";"1";"1956";"Pl. del Pueblo, 1";"MADRID"
"Miraflores de";"Salón Teatro";"2";"1943";"c/ de la Fuente, 21";"MADRID"
"Morata de Tajuña";"Cine Rodelgo";"2";"1967";"Pl. Mayor, 4";"MADRID"
"Móstoles";"Cine Jaito (Cine Jayto)";"2";"1968";"c/ Baleares esquina c/ Simón Hernández";"MADRID"
"Móstoles";"Multicines Móstoles (Cines de Iviasa, Iviasa Multicines)";"2";"1977";"c/ Pintor el Greco, 2";"MADRID"
"Navalcarnero";"Cine Italia";"2";"1994";"c/ Italia, 11, esq. c/ Alarcón";"MADRID"
"Parla";"Cine Sur";"2";"1987";"c/ Alfonso X el Sabio, 28";"MADRID"
"Robledo de Chavela";"Cine Olympo (Cine Olimpo)";"1";"1970";"Pl. Bartolomé Murillo s/n";"MADRID"
"San Lorenzo de El Escorial";"Cine Teatro Variedades";"1";"1928";"c/ las Pozas, 27 con vuelta a Cuesta de la Flor";"MADRID"
"San Martín de";"Cinematógrafo de San Martín";"1";"1950";"c/ Ribera, 5 con vuelta a c/ de la";"MADRID"
"San Martín de";"de la Vega";"";"";"Vega";"MADRID"
"San Sebastián";"Cine Navacerrada";"2";"1978";"Pl. de la Iglesia, 6";"MADRID"
"Torrejón de Ardoz";"Cine Los Arcos";"2";"1930";"Avda. Constitución con vuelta a c/ Pesquera";"MADRID"
"Torrejón de Ardoz";"Cine Palafox";"1";"1973";"c/ de la Cruz, 11";"MADRID"
"Torrelodones";"Cines Charlot (Cine Charlot)";"1";"1970";"c/ Jesusa Lara, 41";"MADRID"
"Valdemoro";"Cine Hermanos Santos";"2";"1931";"c/ Alarcón, 6 con vuelta a c/ Federico Martín";"MADRID"
"Valdemoro";"Cine X";"2";"1967";"c/ Cristo de la Salud, 18 esquina con c/ San Vicente de Paul";"MADRID"
"Villa del Prado";"Cines Villa";"3";"1980";"Avda. de España, 88";"MADRID"
"Villaconejos";"Cinema Coliseum (Cine de la Cooperativa, Cine Coliseum)";"3";"1967";"c/ de la Cuesta, 20";"MADRID"
"Villarejo de Salvanés";"Cine París";"2";"1966";"c/ Mayor, 49";"MADRID"
"Ablitas";"Ideal Cinema";"2";"1954";"Avda. Tudela";"NAVARRA"
"Aibar";"Cine Aibar (Cine Parroquial)";"2";"1955";"c/ San Pedro, 5";"NAVARRA"
"Alsasua / Altsasu";"Ideal Cinema (""Cine de Bengoechea"")";"1";"1955";"c/ Arkangoa";"NAVARRA"
"Andosilla";"Cine Atlántida";"1";"1960";"c/ Ramón y Cajal, 42 bajo";"NAVARRA"
"Los Arcos";"Cine Sarasate";"2";"1920";"Avda. Sancho el Sabio, 22 bajo";"NAVARRA"
"Artajona";"Cine Parroquial";"2";"1955";"c/ Mayor, 2";"NAVARRA"
"Beire";"Cine Parroquial";"2";"1955";"Pl. Victoriano Flamarique, 4";"NAVARRA"
"Buñuel";"Cine Español";"2";"1940";"c/ Mayor";"NAVARRA"
"Caparroso";"Cine Avenida";"2";"1960";"Avda. Navarra";"NAVARRA"
"Carcastillo";"Sala Cultural Municipal (Cine Bellas Artes)";"3";"1933";"c/ Carretera, 24";"NAVARRA"
"Cáseda";"Cine Basterra (Cinema Basterra)";"1";"1950";"c/ La Cinta";"NAVARRA"
"Corella";"Cine Fundación María Villar Díaz (Nuevo Cinema)";"3";"1951";"c/ Laurel, s/n";"NAVARRA"
"Cortés";"Cine Ana‐Delia";"2";"1926";"Pl. Duques de Miranda, 4";"NAVARRA"
"Echarri‐Aranaz / Etxarri‐Aranatz";"Udal Zinema‐Etxarri Aranatz";"3";"1970";"Etxarri";"NAVARRA"
"Estella / Lizarra";"Golem Los Llanos (Cine Los Llanos)";"3";"1971";"c/ Gustavo de Maeztu, 16";"NAVARRA"
"Estella / Lizarra";"Ideal Cinema (Cine La Ideal)";"2";"1941";"c/ San Andrés";"NAVARRA"
"Estella / Lizarra";"Teatral Estellesa (Cine La Teatral)";"2";"1947";"Pl. de los Foros";"NAVARRA"
"Falces";"Cine Círculo Católico";"2";"1921";"c/ Echarri, 16";"NAVARRA"
"Falces";"Cine Regio";"2";"1960";"c/ La Cruz, 2";"NAVARRA"
"Fitero";"Teatro Cine Calatrava (Teatro Cinema Calatrava, Cine Calatrava)";"3";"1953";"Paseo San Raimundo, 11";"NAVARRA"
"Isaba / Izaba";"Cine de Isaba";"3";"1960";"Barrio Garagardoia";"NAVARRA"
"Lacunza / Lakuntza";"Cine Municipal";"2";"1960";"Lacunza";"NAVARRA"
"Larraga";"Cinema Larragués";"2";"1953";"c/ La Dula";"NAVARRA"
"Lodosa";"Cine La Peña (Cine Casino La Peña)";"1";"1940";"Pl. España, 1";"NAVARRA"
"Lumbier";"Cine Parroquial";"3";"1960";"Pl. de los Fueros, s/n";"NAVARRA"
"Marcilla";"Cine Ana de Velasco";"1";"1943";"c/ Ana de Velasco, s/n";"NAVARRA"
"Mélida";"Cinema España";"3";"1946";"c/ Nueva";"NAVARRA"
"Mendigorría";"Cine Teatro Mendigorría";"2";"1955";"c/ Aoitz, 4";"NAVARRA"
"Monteagudo";"Cine";"2";"1955";"c/ Nuestra Señora del Camino, 1";"NAVARRA"
"Murillo el Fruto";"Cine Brun";"2";"1949";"c/ Santa Úrsula";"NAVARRA"
"Olite";"Ideal Cinema";"2";"1962";"Rúa Alcalde Maillata, 17";"NAVARRA"
"Pamplona / Iruña";"Bar Mikael (Cine Mikael)";"2";"1969";"Pl. de la Cruz";"NAVARRA"
"Pamplona / Iruña";"Cine Alcázar";"2";"1942";"c/ Sancho el Mayor, 7 y c/ Tudela";"NAVARRA"
"Pamplona / Iruña";"Cine Avenida";"2";"1942";"c/ Estella, 1 esquina c/ G. Castañón";"NAVARRA"
"Pamplona / Iruña";"Cines Golem Baiona";"3";"1990";"Avda. Baiona, 52";"NAVARRA"
"Pamplona / Iruña";"Cines Golem Yamaguchi";"3";"1996";"Pl. Yamaguchi";"NAVARRA"
"Pamplona / Iruña";"Cines Iturrama";"1";"1982";"c/ Iturrama, 24 y c/ Íñigo Arista, 17";"NAVARRA"
"Pamplona / Iruña";"Cines Saide Olite (Cine Olite, Multicines Olite)";"1";"1961";"c/ Olite";"NAVARRA"
"Pamplona / Iruña";"Teatro Gayarre";"3";"1932";"Avda. Carlos III, 1‐3";"NAVARRA"
"Pamplona / Iruña";"Teatro La Escuela (Cine Proyecciones, Cine Novedades, Cine Arrieta)";"3";"1933";"c/ San Agustín, 5";"NAVARRA"
"Pamplona / Iruña";"Teatro Mira (Cine Guelbenzu)";"1";"1963";"c/ Guelbenzu, 39";"NAVARRA"
"Peralta";"Cine Parroquial";"3";"1955";"c/ Ángel Dabán, 33";"NAVARRA"
"Pitillas";"Cine Esparza";"2";"1949";"Pl. Consistorial";"NAVARRA"
"Ribaforada";"Ideal Cinema (""Cine de la Blanquita"")";"1";"1955";"c/ Parlamento Navarro";"NAVARRA"
"San Adrián";"Cine Bebe (Cine Bartolo)";"2";"1932";"Pl. Vera Magallón, s/n";"NAVARRA"
"San Adrián";"Cine Novedades";"1";"1933";"Ctra. Estella, 25";"NAVARRA"
"San Martín de Unx";"Nuevo Cinema";"2";"1943";"c/ Los Fueros, 17";"NAVARRA"
"Sangüesa / Zangoza";"Cine Príncipe Enrique";"2";"1960";"Avda. Príncipe de Viana, 10";"NAVARRA"
"Santacara";"Cine Alcázar";"2";"1949";"c/ La Paja y Pl. Nueva";"NAVARRA"
"Santacara";"Cine Parroquial";"3";"1960";"c/ Puente";"NAVARRA"
"Tafalla";"Cine Español (Casino Español)";"2";"1920";"c/ Severino Fernández, 20";"NAVARRA"
"Tafalla";"Cine Gorriti (Teatro Gorriti)";"2";"1909";"Pasadizo Txistulari";"NAVARRA"
"Tudela";"Cine Moncayo";"3";"1960";"c/ Santiago Fernández Portolés, 46";"NAVARRA"
"Tudela";"Cine Regio";"1";"1943";"c/ D. Miguel Eza, 1";"NAVARRA"
"Tudela";"Cine Versalles";"1";"1970";"c/ Ugarte, 21";"NAVARRA"
"Tudela";"Teatro Gaztambide";"3";"1943";"Pl. Mercadal, 7";"NAVARRA"
"Valtierra";"Cine Municipal (Cine España)";"3";"1940";"c/ Valle de Goñi, 2‐4";"NAVARRA"
"Viana";"Cine Sarasate";"2";"1925";"c/ Navarro Villoslada, 22";"NAVARRA"
"Villafranca";"Cine Alesves";"1";"1945";"c/ Crucero Portal, 16";"NAVARRA"
"Agost";"Cine Palacio";"2";"1960";"Av. Dr. Fleming, 12";"NAVARRA"
"Ademuz";"Cine Americano";"2";"1940";"c/ Mesón, 72";"NAVARRA"
"Ador";"Cine Miami";"2";"1964";"Av. de la Safor, 1";"NAVARRA"
"Ador";"Cine Moderno";"2";"1953";"Avinguda de la Constitució, 45";"NAVARRA"
"Agost";"Cine Avenida";"2";"1950";"c/ La Huerta, 8";"NAVARRA"
"Agres";"Cine Ideal";"2";"1953";"c/ Torreta Baixa, 3";"NAVARRA"
"Aiora / Ayora";"Teatro Regio";"2";"1946";"c/ Marquesa de Zenete, 57";"NAVARRA"
"Alacant / Alicante";"Astoria Minicines (Cines Astoria)";"1";"1979";"Pl. del Carmen, 16";"NAVARRA"
"Alacant / Alicante";"Cine Arcadia";"2";"1976";"c/ Pablo Iglesias, 14";"NAVARRA"
"Alacant / Alicante";"Cine Calderón";"2";"1964";"c/ Juan de Herrera, 12";"NAVARRA"
"Alacant / Alicante";"Cine Carlos III (Cine Río)";"2";"1950";"c/ San Vicente, 19";"NAVARRA"
"Alacant / Alicante";"Cine Chapí";"2";"1975";"c/ Álvarez Sereix, 5";"NAVARRA"
"Alacant / Alicante";"Cine Goya";"2";"1960";"c/ Doctor Ayela, 7 (barrio del Pla)";"NAVARRA"
"Alacant / Alicante";"Cine Ideal (Ideal Cinema)";"1";"1925";"Avda. de la Constitución, 10, esquina Carrer dels Astillers";"NAVARRA"
"Alacant / Alicante";"Cine Navas";"3";"1979";"c/ Las Navas, 37";"NAVARRA"
"Alacant / Alicante";"Cines Aana (Cine Aana, Cine Ana)";"3";"1994";"c/ Médico Pascual Pérez, 44‐46";"NAVARRA"
"Alacant / Alicante";"Cines Aba Seis (Cines Ábaco)";"2";"1990";"Avda. de Novelda, 146, esquina c/ Pintor Robles (Urbanización Los Jarales)";"NAVARRA"
"Alaquàs / Alacuás";"Cine Hercumar";"2";"1964";"Avda. País Valencià, 35";"NAVARRA"
"Albaida";"Cine Patronato";"1";"1920";"c/ San Joan, 10";"NAVARRA"
"Albaida";"Sala Cultural ""Cinema Odeón"" (Cinema Odeón)";"3";"1950";"Carrer del Pòsit, 5";"NAVARRA"
"Albal";"Cine Rivelles (Cinema Rivelles)";"2";"1931";"Pl. del Jardí, 6";"NAVARRA"
"Albalat de la Ribera";"Cine Hollywood";"2";"1950";"c/ del Corralot, 12";"NAVARRA"
"Alberic / Alberique";"Teatro Cine Liceo";"3";"1925";"Pl. de la Constitució, 25";"NAVARRA"
"Alborache";"Cine Capitol";"2";"1957";"Carrer Reverendo Vinat, 3";"NAVARRA"
"Alboraia / Alboraya";"Teatre Municipal L`Agrícola (Teatro Sociedad Agrícola, Cine Monterrey, Cine‐Club Ateneu Alboraier‐Lumiere)";"3";"1903";"c/ Cervantes, 3";"NAVARRA"
"Alboraia / Alboraya";"Teatro Societat Musical (Teatro de la Sociedad Musical, Cine Montecarlo)";"2";"1909";"Carrer Miraculosa, 10";"NAVARRA"
"Alcántera de";"Casa de la Música (Cine Júcar)";"2";"1947";"Carrer Major, 12";"NAVARRA"
"Alcoi / Alcoy";"Cine Batoy";"2";"1960";"c/ Carrascar, 1. Barrio de Batoy";"NAVARRA"
"Alcoi / Alcoy";"Cine Goya (Cinema Goya)";"1";"1949";"c/ Rigoberto Albors, 5 y c/ Diego Fernando Montañes";"NAVARRA"
"Alcoi / Alcoy";"Teatro Principal";"3";"1930";"c/ Santo Tomás, 5";"NAVARRA"
"La Alcúdia, L' / Alcudia";"Saló Artístic (Salón Artístico)";"2";"1920";"c/ Milagros Martí, s/n, esq. c/ Monestir del Puig";"NAVARRA"
"Aldaia / Aldaya";"Cine Benlloch";"2";"1959";"Carrer Doctor Marañón, 7";"NAVARRA"
"Alfafar";"Cine Alfafar";"2";"1940";"c/ Ortega y Gasset, 4";"NAVARRA"
"Alfàs del Pi, L'";"Cine Roma";"3";"1979";"c/ El Hort, 5";"NAVARRA"
"Algemesí";"Cine Mavi";"2";"1952";"Pl. del Mercado, 4";"NAVARRA"
"Algemesí";"Cinema Eslava (Teatro Eslava)";"2";"1943";"c/ de la Muntanya, 7";"NAVARRA"
"Algemesí";"Teatre Municipal d`Algemesí (Teatro Español, Teatro España)";"3";"1923";"c/ Lepanto, 3";"NAVARRA"
"Alginet";"Teatro Moderno";"3";"1940";"c/ Arzobispo Sanchis, 24";"NAVARRA"
"Almoradí";"Cine Alcázar";"2";"1952";"C/ Comunidad Valenciana esquina c/ Dr. Sirvent";"NAVARRA"
"Almoradí";"Cine Miravete (Ideal Cinema)";"1";"1936";"c/ Mayor, 43";"NAVARRA"
"Almoradí";"Teatro Cortés Cine (Teatro Cortés)";"3";"1908";"c/ Comunitat Valenciana, 11";"NAVARRA"
"Almussafes / Almusafes";"Cine Victoria";"2";"1946";"c/ Santa Ana, 24";"NAVARRA"
"Alquería de la";"Coliseo Antoniano";"2";"1954";"Avda. Pàís Valenciano, 16";"NAVARRA"
"Alzira / Alcira";"Cines Reyno (Cinema Reyno, Cine Reyno)";"1";"1964";"Pl. del Reyno, 5‐7";"NAVARRA"
"Alzira / Alcira";"Gran Teatre (Gran Teatro)";"3";"1921";"Plaça de l´Alborxí, s/n";"NAVARRA"
"Alzira / Alcira";"Kineland Colón (Cine Colón, Cines Colón)";"1";"1963";"c/ Mayor Santa Caterina, 3";"NAVARRA"
"Aspe";"Teatro Wagner";"3";"1922";"c/ Castelar, 10";"NAVARRA"
